WKT	name	description
"POLYGON ((103.7121303 1.3890812, 103.7124924 1.3892286, 103.7127608 1.3894381, 103.7129378 1.3895802, 103.7128346 1.3895493, 103.7127608 1.3895453, 103.7126978 1.3895574, 103.712561 1.389678, 103.711708 1.3906273, 103.7114143 1.3903618, 103.7113299 1.3904503, 103.7111904 1.3903283, 103.7121238 1.3892919, 103.7121694 1.3892222, 103.712164 1.3891431, 103.7121303 1.3890812))"	orange	NY1
"POLYGON ((103.7131907 1.3920465, 103.713479 1.3913962, 103.7134871 1.3914566, 103.7135085 1.3914793, 103.7147195 1.3920116, 103.7146404 1.3921886, 103.7145237 1.3921376, 103.7144325 1.3923428, 103.7143561 1.392509, 103.7132832 1.3920384, 103.7132376 1.3920371, 103.7131907 1.3920465))"	orange	NY2
"POLYGON ((103.7125741 1.3928655, 103.7125513 1.3927958, 103.712503 1.3927167, 103.711465 1.3922059, 103.7116594 1.3917339, 103.7127296 1.3922112, 103.7127994 1.3922045, 103.7128852 1.3921656, 103.7125741 1.3928655))"	orange	NY3
"POLYGON ((103.7124395 1.3943636, 103.7124971 1.3944024, 103.7135982 1.3942, 103.7137162 1.3947631, 103.7125883 1.3949615, 103.7125709 1.3949803, 103.7125481 1.3950232, 103.7124395 1.3943636))"	orange	NY5
"POLYGON ((103.7125494 1.3962821, 103.7126352 1.3967098, 103.7127076 1.3971401, 103.7126473 1.3970329, 103.7126017 1.396998, 103.7125467 1.3969846, 103.7116924 1.3971683, 103.7115838 1.3965971, 103.7125051 1.3964, 103.7125346 1.3963545, 103.7125494 1.3962821))"	orange	NY6
"POLYGON ((103.712803 1.3977353, 103.7128016 1.3977192, 103.7129599 1.3985746, 103.7129076 1.3985049, 103.7128566 1.3984794, 103.712803 1.3984646, 103.7115651 1.3986939, 103.7114605 1.3981268, 103.7127507 1.3978989, 103.7127869 1.3978184, 103.712803 1.3977353))"	orange	NY7
"POLYGON ((103.7137716 1.3833421, 103.7147104 1.3839695, 103.7145481 1.3839213, 103.7144515 1.3839454, 103.7143925 1.3839642, 103.7135624 1.3852258, 103.7129401 1.3847954, 103.713836 1.3835646, 103.7138373 1.3834842, 103.7138132 1.3834051, 103.7137716 1.3833421))"	orange	CY4
"POLYGON ((103.715537 1.38461, 103.7158173 1.3847936, 103.7159448 1.3849217, 103.7161459 1.3851999, 103.7160775 1.385165, 103.7160211 1.3851784, 103.7159742 1.3852187, 103.7159232 1.3852683, 103.7158656 1.3853219, 103.7154083 1.3848553, 103.7155585 1.3847159, 103.7155598 1.3846636, 103.715537 1.38461))"	orange	CY5
"POLYGON ((103.7163612 1.3851089, 103.7164377 1.3851519, 103.7165154 1.385176, 103.7165879 1.385172, 103.7182119 1.3848086, 103.7183232 1.3853584, 103.7166576 1.3857324, 103.7165999 1.3857833, 103.7165557 1.3858316, 103.7165195 1.385904, 103.7165329 1.3856761, 103.7164953 1.3854656, 103.7163612 1.3851089))"	orange	CY6
"POLYGON ((103.7149368 1.387271, 103.7154417 1.3871895, 103.7157019 1.3871037, 103.7158809 1.3869975, 103.7158393 1.3870779, 103.7158098 1.3871798, 103.7158098 1.3872844, 103.7165515 1.3884441, 103.715905 1.3888128, 103.7150964 1.3873354, 103.715036 1.3872924, 103.7149368 1.387271))"	orange	CY7
"POLYGON ((103.7136058 1.3873839, 103.713359 1.3875862, 103.7132772 1.3876505, 103.7132128 1.3876948, 103.7129889 1.3879978, 103.713009 1.38792, 103.7129969 1.3878919, 103.7129298 1.3878275, 103.7128413 1.3877792, 103.7126589 1.3876197, 103.711865 1.3870861, 103.7122982 1.3864855, 103.7135012 1.3873918, 103.7136058 1.3873839))"	orange	CY8
"POLYGON ((103.7128676 1.3828756, 103.7132176 1.3824198, 103.7134161 1.3825632, 103.7134443 1.3826825, 103.7134765 1.3827348, 103.7137903 1.3829587, 103.713797 1.383003, 103.7135931 1.3832577, 103.7134362 1.3831451, 103.7133638 1.3832363, 103.7128676 1.3828756))"	orange	D8 AMA
"POLYGON ((103.7100304 1.3845026, 103.7098265 1.3819408, 103.7105427 1.3818845, 103.7107681 1.3844361, 103.7100304 1.3845026))"	orange	D9
"POLYGON ((103.7075183 1.4000539, 103.7075605 1.4000619, 103.7076329 1.4000056, 103.7077201 1.3999023, 103.7078153 1.399728, 103.7078287 1.3995779, 103.7078783 1.4001578, 103.7078542 1.4001531, 103.7078367 1.4001289, 103.7077549 1.4001531, 103.7076363 1.4002269, 103.7075183 1.4000539))"	orange	W10
"POLYGON ((103.696918 1.3788636, 103.6968536 1.3786853, 103.6972466 1.378692, 103.6974196 1.3787268, 103.6975899 1.3787818, 103.6977642 1.3788595, 103.6978917 1.378948, 103.6979788 1.379011, 103.6986776 1.3796965, 103.6995212 1.3792313, 103.6994876 1.3795044, 103.69945 1.3794763, 103.6989391 1.3797645, 103.6989404 1.3799884, 103.699458 1.3804838, 103.6993152 1.3806058, 103.698589 1.3798839, 103.6978554 1.3791438, 103.69772 1.3790459, 103.6976073 1.3789842, 103.6974826 1.3789333, 103.6972761 1.3788783, 103.6971715 1.3788515, 103.6970092 1.3788555, 103.696918 1.3788636))"	orange	ST to LS Gate
"POLYGON ((103.7103615 1.3880974, 103.7103427 1.3879311, 103.7104715 1.387915, 103.7105546 1.3878185, 103.7106297 1.3877112, 103.7107236 1.3876415, 103.7108684 1.3876013, 103.7110267 1.3876147, 103.7111823 1.3877434, 103.7112359 1.3878802, 103.7112466 1.3879767, 103.7112252 1.3881, 103.7110937 1.388285, 103.7109167 1.388336, 103.7107585 1.3883145, 103.7106646 1.3882529, 103.7105385 1.3881081, 103.7103615 1.3880974))"	orange	Compass Swing
"POLYGON ((103.7105601 1.3912284, 103.71054 1.3908194, 103.7110604 1.3907658, 103.7110912 1.3911935, 103.7105601 1.3912284))"	orange	Southern Blast Pan
"POLYGON ((103.7107201 1.3931988, 103.7106798 1.392676, 103.7112833 1.3926143, 103.7113061 1.3928342, 103.7111908 1.3928395, 103.7112149 1.3931559, 103.7110352 1.3931693, 103.7110433 1.39329, 103.7108327 1.3933034, 103.7108207 1.3931908, 103.7107201 1.3931988))"	orange	Test Cell
"POLYGON ((103.7108589 1.3949583, 103.7108213 1.3945051, 103.7111915 1.3944756, 103.711225 1.3949274, 103.7108589 1.3949583))"	orange	Falcon Site
"POLYGON ((103.7106244 1.3919774, 103.7105936 1.3916262, 103.7106781 1.3916208, 103.7106754 1.3915511, 103.7110925 1.3915109, 103.7110911 1.3914961, 103.7111193 1.3914948, 103.7111233 1.3915457, 103.7112199 1.3915364, 103.711244 1.3919305, 103.7106244 1.3919774))"	orange	Northern Blast Pan
