WKT,name,description
"POLYGON ((103.9168705 1.3745275, 103.9167756 1.3743161, 103.9165235 1.373702, 103.9164108 1.3737047, 103.9159951 1.373892, 103.9158395 1.3735259, 103.9161372 1.3734017, 103.9162553 1.3732569, 103.9162767 1.3731309, 103.9161962 1.3729351, 103.915582 1.3714979, 103.915169 1.3705218, 103.9147639 1.3695619, 103.9142195 1.3682935, 103.9139995 1.3677358, 103.9139378 1.3676419, 103.9138359 1.3675347, 103.9137098 1.3674971, 103.9136106 1.3675132, 103.9133384 1.3676388, 103.9132405 1.3674029, 103.913506 1.3673041, 103.9135945 1.3672451, 103.9136616 1.3671083, 103.9136723 1.3669877, 103.9132217 1.3659446, 103.9126289 1.3645556, 103.9124894 1.3644403, 103.9119558 1.3643768, 103.9117706 1.3639362, 103.9120871 1.3639898, 103.9121783 1.3639871, 103.9122561 1.3639362, 103.9123044 1.3638048, 103.911953 1.3629575, 103.9115117 1.3619533, 103.9110732 1.3608874, 103.910636 1.3598577, 103.9101183 1.3586135, 103.9094586 1.3570757, 103.9094102 1.3570073, 103.9092949 1.3569671, 103.9091662 1.3570395, 103.9090294 1.3574042, 103.9087934 1.3568956, 103.9090709 1.3561747, 103.9088242 1.3555848, 103.9082113 1.3542038, 103.9077715 1.3531769, 103.9072484 1.3519125, 103.906838 1.3509445, 103.9064625 1.3500516, 103.906256 1.349636, 103.9062453 1.3495984, 103.9061997 1.3495368, 103.9060763 1.3494804, 103.9059153 1.3495019, 103.9056659 1.3496011, 103.905565 1.3493871, 103.9058671 1.3492659, 103.9059261 1.349223, 103.9059878 1.3490916, 103.9059931 1.348979, 103.9058644 1.3486519, 103.9054111 1.3475954, 103.9049578 1.3465362, 103.9042256 1.3448428, 103.9041746 1.3447369, 103.9040566 1.3446672, 103.9039305 1.3446484, 103.9036096 1.344787, 103.9032596 1.3439651, 103.903504 1.3436483, 103.9036864 1.343423, 103.9036972 1.3433426, 103.9035148 1.3428948, 103.9032627 1.34227, 103.9030802 1.3418436, 103.902977 1.3416412, 103.9030266 1.3415956, 103.9032573 1.3421426, 103.9035429 1.3428505, 103.9036744 1.3431213, 103.9037173 1.3432299, 103.9037307 1.343293, 103.9037548 1.3433211, 103.9037924 1.3432554, 103.9038393 1.3432514, 103.9039855 1.3433533, 103.9039456 1.3435802, 103.9041978 1.3441728, 103.9042139 1.3441782, 103.904238 1.3441715, 103.9043077 1.344083, 103.9043734 1.3439931, 103.9044794 1.3442211, 103.9044552 1.3442492, 103.9043399 1.3443323, 103.9043292 1.3444946, 103.9046819 1.3453339, 103.9050654 1.3462295, 103.9052318 1.3466176, 103.9053981 1.3470031, 103.9056261 1.3475314, 103.9058339 1.3480274, 103.9060311 1.3484779, 103.9062014 1.3488975, 103.9062644 1.3489633, 103.9063274 1.3490048, 103.906424 1.3490008, 103.9065045 1.3489713, 103.9065876 1.3491804, 103.9065098 1.3492394, 103.9064642 1.3493293, 103.9064508 1.349395, 103.9064535 1.3494848, 103.9067297 1.3501149, 103.9070241 1.3508088, 103.9072239 1.3512767, 103.9074439 1.3518009, 103.9074962 1.351935, 103.9075338 1.3519564, 103.9075794 1.3519444, 103.9076545 1.3519242, 103.907743 1.3518827, 103.9078261 1.3520744, 103.9076357 1.3521736, 103.9076223 1.3522339, 103.9079039 1.3528829, 103.9079971 1.3531095, 103.9080219 1.3531396, 103.9080508 1.3531544, 103.9080816 1.3531517, 103.9081493 1.3531249, 103.9082445 1.3530779, 103.908319 1.3532395, 103.9082506 1.3532683, 103.9082298 1.3532737, 103.9082097 1.3532703, 103.908162 1.3533535, 103.9081634 1.3534688, 103.9082083 1.3536042, 103.908388 1.3540185, 103.908553 1.3544475, 103.9085838 1.3544562, 103.9086442 1.3544562, 103.9087602 1.3544066, 103.9088058 1.3543811, 103.9088789 1.3545682, 103.9088333 1.3545863, 103.9087944 1.3545849, 103.9087106 1.3546392, 103.9086797 1.3547156, 103.90871 1.3547901, 103.9089862 1.3553693, 103.9092316 1.3559391, 103.9092504 1.3559538, 103.9093121 1.3559672, 103.9093979 1.3559257, 103.9094354 1.3558144, 103.90954 1.3560396, 103.9094328 1.3562313, 103.9094126 1.3562769, 103.909418 1.3563895, 103.9094314 1.356411, 103.9095052 1.35647, 103.9096044 1.3564512, 103.9096406 1.3564244, 103.9096675 1.3563493, 103.9098525 1.3567784, 103.909756 1.3568333, 103.9096996 1.3568856, 103.9096809 1.3569794, 103.9098377 1.3573804, 103.9100603 1.3578965, 103.9103193 1.3585367, 103.9103708 1.3586695, 103.9105499 1.3590965, 103.9109536 1.360031, 103.9112661 1.3607684, 103.9116201 1.3616131, 103.9119876 1.3624436, 103.9122746 1.363175, 103.9125562 1.3638172, 103.9126407 1.3640009, 103.9126863 1.3640143, 103.9127533 1.364033, 103.9127828 1.364029, 103.9128553 1.364033, 103.9129062 1.3640102, 103.9130256 1.3643039, 103.9129357 1.3642985, 103.912807 1.3643575, 103.9127936 1.3643856, 103.9128512 1.3644983, 103.9128834 1.3645103, 103.9129947 1.3645412, 103.9130993 1.3645519, 103.9131637 1.3647356, 103.9131087 1.3647369, 103.9129813 1.3648522, 103.9131248 1.3651981, 103.913436 1.3659315, 103.9136881 1.3665241, 103.9140207 1.367299, 103.9144565 1.36833, 103.914773 1.3690715, 103.9151767 1.3700194, 103.9155013 1.3707876, 103.9157051 1.3712622, 103.9160256 1.3720237, 103.9164749 1.3730588, 103.9167994 1.3737694, 103.9170113 1.3742634, 103.9170945 1.3743144, 103.9171099 1.3743217, 103.9171649 1.3743499, 103.9172749 1.3744035, 103.9175015 1.3745322, 103.9174868 1.3745597, 103.9171649 1.3743888, 103.9170885 1.3743546, 103.9170341 1.3743425, 103.917069 1.3744417, 103.9168705 1.3745275))",yellow,Eastern Taxiway (PLAB)
"POLYGON ((103.9030253 1.3416184, 103.9032119 1.3420482, 103.9035405 1.3428393, 103.9037202 1.3432402, 103.9037457 1.34333, 103.9037966 1.3433836, 103.903857 1.3434292, 103.903971 1.3434748, 103.9040367 1.343515, 103.9040702 1.3435391, 103.9041426 1.3437362, 103.9043077 1.344083, 103.9043734 1.3439931, 103.9044794 1.3442211, 103.9044135 1.3443583, 103.9047354 1.3451225, 103.9050626 1.3458988, 103.9051418 1.346045, 103.9052544 1.3459913, 103.9052745 1.3460275, 103.9051485 1.3460798, 103.9054837 1.3468803, 103.9056782 1.3473455, 103.9058284 1.3476726, 103.9058592 1.347737, 103.9060993 1.3483484, 103.9063836 1.3489812, 103.906424 1.3490008, 103.9065045 1.3489713, 103.9065876 1.3491804, 103.9065244 1.3492212, 103.906499 1.3492654, 103.9067444 1.3498312, 103.9069214 1.3502549, 103.9070944 1.3506504, 103.9071682 1.3506893, 103.9072004 1.3506853, 103.9072661 1.350645, 103.9072929 1.3506946, 103.9072017 1.3507282, 103.9071615 1.3508153, 103.907313 1.3511706, 103.907545 1.3517069, 103.9076228 1.3519093, 103.907663 1.3519201, 103.907743 1.3518827, 103.9078261 1.3520744, 103.9077395 1.3521118, 103.9077328 1.352152, 103.9079782 1.3527205, 103.9081391 1.3531254, 103.9082445 1.3530779, 103.908319 1.3532395, 103.9082298 1.3532737, 103.9082097 1.3532703, 103.9081928 1.3532755, 103.9082974 1.3534981, 103.9084422 1.3538239, 103.9086139 1.3542328, 103.9086608 1.3543709, 103.908685 1.3544044, 103.9087346 1.3544178, 103.9088058 1.3543811, 103.9088789 1.3545682, 103.9088333 1.3545863, 103.908807 1.3545774, 103.9087654 1.3546042, 103.9088687 1.3548375, 103.9090645 1.3552907, 103.9091007 1.355296, 103.909263 1.355662, 103.9093636 1.3559369, 103.9093979 1.3559257, 103.9094354 1.3558144, 103.90954 1.3560396, 103.9094708 1.3561822, 103.9095862 1.3564544, 103.9096044 1.3564512, 103.9096406 1.3564244, 103.9096675 1.3563493, 103.9098525 1.3567784, 103.9098021 1.3568043, 103.9097632 1.35687, 103.9098316 1.3570189, 103.910022 1.3574774, 103.9102755 1.358078, 103.9104324 1.3585245, 103.9105638 1.3588557, 103.9106255 1.3589857, 103.9106537 1.3589911, 103.9106993 1.3589964, 103.9107757 1.3589616, 103.9107865 1.3590018, 103.9107543 1.3590098, 103.9106725 1.3590822, 103.9108321 1.3594845, 103.9110212 1.3599323, 103.9111338 1.3601883, 103.9112156 1.3603801, 103.9114557 1.3609593, 103.9117936 1.3617422, 103.9121048 1.3624703, 103.912365 1.3630843, 103.9126385 1.3637386, 103.9127686 1.3640268, 103.9128553 1.364033, 103.9129062 1.3640102, 103.9130256 1.3643039, 103.9129357 1.3642985, 103.9128853 1.3643298, 103.9129947 1.3645412, 103.9130993 1.3645519, 103.9131637 1.3647356, 103.9131087 1.3647369, 103.9130865 1.3647656, 103.9132675 1.3651946, 103.9134365 1.3655915, 103.913757 1.3663557, 103.9139166 1.3667351, 103.914091 1.3671279, 103.9142868 1.3676012, 103.9144544 1.367978, 103.9145442 1.3682273, 103.9147293 1.3685116, 103.9148245 1.368596, 103.9152604 1.3690063, 103.9154133 1.3691705, 103.9156131 1.3694641, 103.9159323 1.3701922, 103.9162193 1.3708639, 103.9165559 1.3716374, 103.9168523 1.3723547, 103.9169314 1.3725103, 103.9170414 1.3727767, 103.9169851 1.3727995, 103.9168537 1.3724603, 103.9165197 1.371688, 103.9162153 1.3709922, 103.9160141 1.3705296, 103.9157499 1.369929, 103.9155689 1.3695013, 103.9154683 1.3693391, 103.9153785 1.3692238, 103.9151062 1.3689396, 103.9149413 1.3687653, 103.914838 1.3686862, 103.9146945 1.3685427, 103.9145912 1.36841, 103.9145242 1.3682853, 103.91426 1.3676779, 103.9139542 1.3669553, 103.9136431 1.3662058, 103.9136095 1.3661428, 103.9133467 1.3655355, 103.9131241 1.3649938, 103.9128773 1.3644227, 103.9126748 1.3639494, 103.9124911 1.363519, 103.912259 1.3629613, 103.9120203 1.3623874, 103.9119841 1.3623231, 103.911909 1.362122, 103.9116475 1.3615428, 103.9114772 1.3611392, 103.9112438 1.3605842, 103.9110158 1.3600425, 103.9108227 1.3596041, 103.9105867 1.359037, 103.9103949 1.3585798, 103.9103104 1.3583183, 103.9102715 1.3582124, 103.9102567 1.3581762, 103.9102326 1.3581119, 103.9101696 1.3579617, 103.9099255 1.3573637, 103.9097351 1.3569347, 103.9095232 1.3564427, 103.909322 1.3559613, 103.9091986 1.355665, 103.9090645 1.3553553, 103.9090404 1.355346, 103.9090122 1.3552923, 103.9089331 1.3551113, 103.9087856 1.3547547, 103.9086542 1.3544476, 103.9086327 1.35439, 103.9083926 1.3538336, 103.908217 1.3534247, 103.9080963 1.3531337, 103.9078093 1.3524687, 103.90771 1.3522274, 103.9076899 1.3521979, 103.9074512 1.3516227, 103.9071494 1.3509068, 103.9069536 1.3504429, 103.906727 1.3499173, 103.9065379 1.3494802, 103.9063622 1.3490807, 103.9062254 1.3487509, 103.9059719 1.3481489, 103.9057399 1.3476019, 103.9055656 1.3471943, 103.9054328 1.3468913, 103.9053591 1.346713, 103.9052545 1.3464622, 103.9050519 1.3459957, 103.9048857 1.3455961, 103.9047059 1.3451886, 103.9045155 1.344722, 103.9043532 1.3443519, 103.9042044 1.3440033, 103.9040287 1.3435837, 103.9039657 1.3435381, 103.9038302 1.3434831, 103.903731 1.3434121, 103.9036972 1.3433426, 103.90357 1.3430246, 103.9033903 1.3426036, 103.9030953 1.3418944, 103.9030148 1.3417187, 103.902977 1.3416412, 103.9030253 1.3416184))",yellow,Central Road (PLAB)
"POLYGON ((103.9043734 1.3439931, 103.9053526 1.3426596, 103.9054103 1.3426462, 103.90559 1.342504, 103.9058528 1.3423499, 103.9058864 1.3423499, 103.9062243 1.3422439, 103.9065743 1.3422211, 103.9069378 1.3422855, 103.9071752 1.342374, 103.9074407 1.3425295, 103.9079999 1.3430216, 103.9087121 1.3436624, 103.9097179 1.3445741, 103.9105869 1.345341, 103.9108364 1.3457486, 103.9109598 1.3461321, 103.9109356 1.3466415, 103.9108551 1.3469043, 103.9106835 1.3471859, 103.910477 1.3474031, 103.9102999 1.347572, 103.9100827 1.347682, 103.9092244 1.3480332, 103.9076794 1.3487009, 103.9065876 1.3491804, 103.9065045 1.3489713, 103.9073817 1.3485695, 103.9084465 1.3481298, 103.9102248 1.3473548, 103.910426 1.3471644, 103.9107398 1.3463627, 103.9107344 1.346187, 103.9107197 1.3460918, 103.9105856 1.3457298, 103.9101108 1.3452257, 103.9088408 1.3440754, 103.9075909 1.3429652, 103.9072449 1.3426703, 103.9069874 1.3425308, 103.9066307 1.342445, 103.9063812 1.3424477, 103.9060325 1.3425201, 103.9057777 1.3426301, 103.9054639 1.3428741, 103.9049087 1.3436651, 103.9044794 1.3442211, 103.9043734 1.3439931))",yellow,X-Ray Loop
"POLYGON ((103.9129738 1.3641874, 103.9129062 1.3640102, 103.9134539 1.3637436, 103.9135189 1.3637033, 103.913584 1.3636551, 103.9136752 1.3635827, 103.9140413 1.3632354, 103.914276 1.3628547, 103.9143605 1.3626951, 103.9145361 1.3622017, 103.914567 1.3617767, 103.9145187 1.3613919, 103.9143444 1.3603301, 103.9142733 1.3599051, 103.9141982 1.3595833, 103.9140198 1.3591127, 103.9138294 1.3587279, 103.9132782 1.357831, 103.91301 1.3573456, 103.9128531 1.3570681, 103.9126143 1.3566498, 103.9124762 1.3564876, 103.9122791 1.3563213, 103.912094 1.3562234, 103.9118727 1.3561537, 103.9116031 1.3561202, 103.9114033 1.3561349, 103.9109165 1.3563052, 103.9098525 1.3567784, 103.9097591 1.3565653, 103.9102245 1.3563763, 103.9106188 1.3561886, 103.9107435 1.356143, 103.9110667 1.3559982, 103.9113671 1.3559124, 103.9116286 1.3558963, 103.9121396 1.3559982, 103.912503 1.3561953, 103.9127444 1.3564648, 103.9128021 1.3565077, 103.9132688 1.3573631, 103.913596 1.3579087, 103.9139353 1.3584517, 103.9140292 1.3586341, 103.9142518 1.3590872, 103.9143672 1.3593715, 103.9144905 1.35983, 103.9146247 1.3606224, 103.9147078 1.3611305, 103.914746 1.3614013, 103.9147896 1.3617285, 103.9147856 1.3619738, 103.9147614 1.362183, 103.9146944 1.3624136, 103.9145791 1.3627635, 103.914449 1.3630303, 103.914284 1.363281, 103.914107 1.3635116, 103.9138884 1.3637114, 103.9136148 1.3639138, 103.9133345 1.364056, 103.9129738 1.3641874))",yellow,Yankee Loop
"POLYGON ((103.9133987 1.3647765, 103.9134617 1.3641719, 103.9147304 1.3643247, 103.9146942 1.3649093, 103.9133987 1.3647765))",yellow,YP1
"POLYGON ((103.9142144 1.3629529, 103.9140253 1.3632585, 103.9137719 1.3634944, 103.9136337 1.3634268, 103.9131603 1.3631901, 103.9126587 1.3629287, 103.912994 1.3623495, 103.9142144 1.3629529))",yellow,YP2
"POLYGON ((103.9113671 1.3559124, 103.9114913 1.355829, 103.9117006 1.3542014, 103.9123014 1.3542926, 103.9120922 1.3558612, 103.9121673 1.3560114, 103.9116286 1.3558963, 103.9113671 1.3559124))",yellow,YP8
"POLYGON ((103.9095375 1.3555639, 103.909964 1.3544324, 103.910538 1.3546469, 103.9100847 1.3557865, 103.9095375 1.3555639))",yellow,YP9
"POLYGON ((103.912503 1.3561953, 103.9126095 1.3561969, 103.9136046 1.3554113, 103.9140123 1.355851, 103.9129609 1.3566876, 103.9129716 1.3568056, 103.9128021 1.3565077, 103.912503 1.3561953))",yellow,YP7
"POLYGON ((103.9133803 1.3575462, 103.9135359 1.3575328, 103.9146785 1.3569938, 103.9149682 1.3575757, 103.9138658 1.3580744, 103.9138202 1.3580986, 103.9137987 1.358246, 103.9133803 1.3575462))",yellow,YP6
"POLYGON ((103.9138294 1.3587279, 103.9140198 1.3591127, 103.9141761 1.3595331, 103.914042 1.3593856, 103.913004 1.3598656, 103.9129671 1.3598615, 103.9128444 1.3595947, 103.9127277 1.3592864, 103.9132441 1.3590571, 103.9134996 1.3589371, 103.9137765 1.3588547, 103.9138294 1.3587279))",yellow,YP5
"POLYGON ((103.9156278 1.3592171, 103.9157458 1.3597547, 103.9148915 1.3599692, 103.9145925 1.3600885, 103.9145509 1.3601904, 103.9144905 1.35983, 103.9143752 1.3594021, 103.9144865 1.3594517, 103.9145375 1.3594557, 103.9148366 1.3593756, 103.9150733 1.3593436, 103.9151893 1.3593089, 103.9156278 1.3592171))",yellow,YP4
"POLYGON ((103.9132498 1.3613039, 103.9131774 1.3610358, 103.9131251 1.3607677, 103.9141993 1.3605732, 103.9143012 1.3605411, 103.9143441 1.3604606, 103.9143444 1.3603301, 103.9145064 1.3612972, 103.9144487 1.3611927, 103.9144018 1.3611605, 103.9141322 1.3611766, 103.9132498 1.3613039))",yellow,YP3
"POLYGON ((103.910602 1.3561887, 103.910602 1.3561753, 103.9106208 1.355765, 103.9107348 1.3557691, 103.9107106 1.356123, 103.9107435 1.356143, 103.910602 1.3561887))",yellow,Yankee Link 3
"POLYGON ((103.914746 1.3614013, 103.9147102 1.3611421, 103.9148041 1.3612172, 103.9148551 1.3612293, 103.9150804 1.3612052, 103.9150924 1.3612709, 103.9148551 1.3613057, 103.914746 1.3614013))",yellow,Yankee Link 2
"POLYGON ((103.9142751 1.3632905, 103.9144173 1.3630679, 103.9144227 1.3631028, 103.9144307 1.3632141, 103.9146453 1.3634675, 103.9145755 1.3635345, 103.9143771 1.3632891, 103.9142751 1.3632905))",yellow,Yankee Link 1
"POLYGON ((103.911596 1.3621511, 103.9116215 1.3622021, 103.9114109 1.3623026, 103.9114042 1.3623268, 103.9113814 1.3624032, 103.9113023 1.3624501, 103.9112259 1.3624461, 103.9111575 1.3623884, 103.91114 1.3622785, 103.9112004 1.3622128, 103.9112916 1.3621913, 103.9113318 1.3622235, 103.9114123 1.3622409, 103.911596 1.3621511))",yellow,PAR SITE
"POLYGON ((103.9102846 1.3659606, 103.9101185 1.3655652, 103.910392 1.3654687, 103.9105354 1.3658051, 103.9102846 1.3659606))",yellow,COMPASS SWING
"POLYGON ((103.9071654 1.3469641, 103.9077662 1.3483316, 103.9078521 1.3483719, 103.9072956 1.3486102, 103.9072755 1.3485616, 103.9070666 1.348199, 103.9068551 1.3477687, 103.9067218 1.3478252, 103.9065143 1.3473187, 103.9066383 1.3472684, 103.9066102 1.347192, 103.9071654 1.3469641))",yellow,XP1
"POLYGON ((103.9092381 1.3480391, 103.9101004 1.3476704, 103.9100226 1.3477602, 103.9100173 1.3478728, 103.9101192 1.3481102, 103.9105886 1.3492471, 103.9100642 1.3494804, 103.9094728 1.3481021, 103.9093668 1.3480324, 103.9093118 1.348025, 103.9092381 1.3480391))",yellow,XP2
"POLYGON ((103.9103992 1.3471806, 103.9103737 1.3470519, 103.9103013 1.3469835, 103.9090863 1.34647, 103.9093129 1.345935, 103.9105588 1.3464512, 103.9106755 1.3464338, 103.9107385 1.3463775, 103.910426 1.3471644, 103.9103992 1.3471806))",yellow,XP3
"POLYGON ((103.9108364 1.3457486, 103.9105869 1.345341, 103.910311 1.3451045, 103.9104156 1.3451313, 103.9104933 1.3451179, 103.9105577 1.3450723, 103.911644 1.3440989, 103.9120383 1.3445601, 103.9114871 1.3450548, 103.9109064 1.3455442, 103.9108326 1.3456662, 103.9108364 1.3457486))",yellow,XP4
"POLYGON ((103.9086971 1.3436515, 103.9088071 1.3436984, 103.9088701 1.343681, 103.9089412 1.3436381, 103.9090257 1.3435523, 103.9097861 1.3427116, 103.9100308 1.3428906, 103.9102675 1.3430776, 103.9094039 1.3440296, 103.9093475 1.3441221, 103.9093475 1.3442012, 103.9093824 1.3442615, 103.9086971 1.3436515))",yellow,XP5
"POLYGON ((103.9082945 1.3435926, 103.9081966 1.3435657, 103.9080598 1.3436408, 103.907294 1.3445056, 103.9068501 1.3440524, 103.9076481 1.3431944, 103.9076521 1.3430656, 103.9076213 1.3429906, 103.9082945 1.3435926))",yellow,XP6
"POLYGON ((103.9051521 1.3429308, 103.9051467 1.342853, 103.9040564 1.3420446, 103.9042106 1.3418421, 103.9052473 1.3426278, 103.9053117 1.34266, 103.9053526 1.3426596, 103.9051521 1.3429308))",yellow,XP7
"POLYGON ((103.904685 1.3439528, 103.9049639 1.3435962, 103.905216 1.3432127, 103.9051946 1.3433254, 103.9052429 1.3434326, 103.9060904 1.3441083, 103.9059241 1.3443376, 103.9057364 1.3445347, 103.9049371 1.3439501, 103.904685 1.3439528))",yellow,XP8
"POLYGON ((103.9104187 1.3474747, 103.9104643 1.3474116, 103.9105891 1.3477281, 103.9105421 1.3477482, 103.9104187 1.3474747))",yellow,X-Ray Link 1
"POLYGON ((103.9057503 1.3424066, 103.9057449 1.3423517, 103.9055853 1.3422229, 103.9056269 1.3421747, 103.9058528 1.3423499, 103.9057503 1.3424066))",yellow,X-Ray Link 2
"POLYGON ((103.9079127 1.3520335, 103.9081488 1.3521676, 103.9082722 1.3520952, 103.9084653 1.3524706, 103.9087496 1.3523419, 103.9085913 1.3519558, 103.9086933 1.3517386, 103.9079127 1.3520335))",yellow,HH
"POLYGON ((103.9088628 1.3545192, 103.9082445 1.3530779, 103.9091337 1.3527279, 103.909705 1.3540901, 103.9088628 1.3545192))",yellow,Fighter Hanger
"POLYGON ((103.9152622 1.3712054, 103.9152408 1.3711679, 103.9157826 1.3709265, 103.9158094 1.3709668, 103.9152622 1.3712054))",yellow,Eastern MAG
"POLYGON ((103.9114885 1.3703046, 103.9114698 1.370251, 103.9119337 1.3700418, 103.9119672 1.370121, 103.9114885 1.3703046))",yellow,Western MAG
"POLYGON ((103.9017242 1.3558475, 103.9016705 1.355875, 103.901114 1.3545363, 103.9010724 1.3544579, 103.9011528 1.3544223, 103.902034 1.3540335, 103.9025208 1.3542668, 103.9029318 1.3552066, 103.9028386 1.3552529, 103.9028641 1.3553139, 103.9029573 1.3552743, 103.9029714 1.3553085, 103.9017242 1.3558475))",yellow,JET APRON (PLAB)
"POLYGON ((103.9025717 1.3541161, 103.9026401 1.3540946, 103.9025986 1.3539968, 103.9025194 1.3540249, 103.9024416 1.3538479, 103.9020903 1.3530167, 103.9018676 1.3524884, 103.9017282 1.3521398, 103.9016665 1.3519092, 103.901763 1.3518958, 103.9017443 1.3517993, 103.9016343 1.35181, 103.901476 1.3514239, 103.901468 1.3513327, 103.9019803 1.3512657, 103.9028091 1.3508795, 103.9029218 1.351196, 103.9030693 1.3511638, 103.903367 1.3518395, 103.9041153 1.3535932, 103.9041019 1.353679, 103.9040107 1.3537541, 103.9040805 1.3539793, 103.9041797 1.3540598, 103.904 1.3541509, 103.9032678 1.3544285, 103.9028762 1.3542783, 103.9025717 1.3541161))",yellow,APRON ALPPHA
"POLYGON ((103.9016973 1.3482638, 103.9018086 1.3485829, 103.9019454 1.3489194, 103.9020191 1.3491902, 103.9020795 1.3494785, 103.9021009 1.3498364, 103.9021063 1.3504344, 103.9021063 1.3504988, 103.9021774 1.3506677, 103.9023571 1.3507374, 103.9014787 1.3509412, 103.901472 1.3506677, 103.9015591 1.3506623, 103.9015551 1.3505758, 103.9014814 1.3505752, 103.9014545 1.3491607, 103.9015419 1.3491642, 103.9015434 1.3490672, 103.9014552 1.3490648, 103.9014451 1.3482664, 103.9016973 1.3482638))",yellow,APRON DELTA (PLAB)
"POLYGON ((103.9041146 1.3573704, 103.9041086 1.3573617, 103.9040945 1.357367, 103.9040837 1.3573422, 103.904063 1.3572967, 103.9047308 1.3570077, 103.9047597 1.3569963, 103.9052016 1.3568924, 103.905221 1.3569997, 103.9052411 1.3570319, 103.9055362 1.357052, 103.9056796 1.3573711, 103.9056287 1.357412, 103.9055797 1.3575454, 103.9055704 1.3576044, 103.9055818 1.3576808, 103.9055992 1.357725, 103.9056958 1.3579724, 103.9057695 1.3581453, 103.9058084 1.3582244, 103.905846 1.3583002, 103.9059318 1.3585375, 103.905974 1.3586052, 103.9060076 1.358683, 103.906133 1.3590135, 103.9061785 1.3590932, 103.906257 1.3593017, 103.9064461 1.3597046, 103.906487 1.3598092, 103.9064823 1.35983, 103.9065192 1.3599017, 103.9065299 1.3599942, 103.9065695 1.3600291, 103.9067908 1.3605385, 103.9069242 1.3608509, 103.9072628 1.361644, 103.9074285 1.3620241, 103.9075458 1.3621193, 103.9076135 1.362142, 103.9077054 1.3621501, 103.9078455 1.3624632, 103.9077825 1.3624739, 103.9075465 1.3625704, 103.9071804 1.3627279, 103.907112 1.3625744, 103.9064716 1.3628406, 103.9062007 1.3622131, 103.905681 1.3609971, 103.9056327 1.3610192, 103.9055737 1.3608737, 103.9056153 1.3608516, 103.9054678 1.3604943, 103.9054946 1.3604822, 103.9053434 1.360144, 103.9053209 1.3601464, 103.9051426 1.3597301, 103.9050603 1.3597732, 103.9050155 1.3596607, 103.905103 1.3596342, 103.904759 1.3588271, 103.9046906 1.3586709, 103.9047188 1.3586575, 103.9045686 1.358321, 103.9045504 1.358325, 103.904527 1.3582761, 103.9044935 1.3582801, 103.9041146 1.3573704))",yellow,APRON CHARLIE (PLAB)
"POLYGON ((103.9033521 1.3558512, 103.9033193 1.355791, 103.9033871 1.3557562, 103.9033578 1.3556947, 103.9032884 1.3557285, 103.903214 1.3555764, 103.9029565 1.3550119, 103.9036373 1.3547152, 103.9036803 1.3548197, 103.9044605 1.3544986, 103.9047116 1.3550611, 103.9045614 1.3551308, 103.9045922 1.3552099, 103.9044702 1.3553104, 103.9044407 1.3552501, 103.9044085 1.355222, 103.9043092 1.3552809, 103.9042382 1.35547, 103.9040316 1.3555625, 103.9033521 1.3558512))",yellow,JET APRON EXTENSION (PLAB)
"POLYGON ((103.9043938 1.3585239, 103.9042986 1.3582953, 103.9041511 1.3579467, 103.9040324 1.3576631, 103.9039117 1.3573923, 103.9037776 1.3569988, 103.9037145 1.3568205, 103.9035878 1.3567628, 103.9035435 1.3566449, 103.903449 1.3564089, 103.9032948 1.356065, 103.903099 1.3556111, 103.9030721 1.3555066, 103.9029675 1.3552747, 103.9028867 1.3550937, 103.9028046 1.3549046, 103.9026081 1.3544507, 103.9024814 1.3541786, 103.9023205 1.3538152, 103.9021548 1.3534224, 103.9019651 1.3529847, 103.9017907 1.352567, 103.9016626 1.3522633, 103.9016211 1.3521789, 103.901611 1.3521246, 103.9015574 1.3518645, 103.9014534 1.3516252, 103.9013817 1.3514629, 103.9013736 1.351414, 103.901377 1.3508804, 103.9013763 1.3504607, 103.9013703 1.3500243, 103.9013663 1.349488, 103.9013555 1.3486648, 103.9013461 1.3478577, 103.9013421 1.3473408, 103.9013374 1.3471357, 103.9014152 1.347125, 103.9014306 1.3472041, 103.9014387 1.3480159, 103.9014528 1.3492661, 103.9014642 1.3500532, 103.9014675 1.3506679, 103.9014648 1.3514247, 103.9016278 1.3518035, 103.9016586 1.3519107, 103.9017103 1.3521373, 103.9018202 1.3523874, 103.9021119 1.3530832, 103.9024083 1.3537824, 103.9026155 1.354251, 103.9028616 1.3548081, 103.9030467 1.3552344, 103.9032324 1.3556373, 103.9033477 1.3558491, 103.9034738 1.3560301, 103.9035717 1.3562473, 103.9036837 1.3565296, 103.903734 1.3566489, 103.903789 1.3568124, 103.9039103 1.3572106, 103.9040505 1.3575612, 103.9042054 1.3579299, 103.90431 1.3581786, 103.9044488 1.3584984, 103.9043938 1.3585239))",yellow,APRON SERVICE ROAD (PLAB)
"POLYGON ((103.9033193 1.355791, 103.9032884 1.3557285, 103.9033578 1.3556947, 103.9033871 1.3557562, 103.9033193 1.355791))",yellow,JE3
"POLYGON ((103.9028641 1.3553139, 103.9028386 1.3552529, 103.9029318 1.3552066, 103.9029573 1.3552743, 103.9028641 1.3553139))",yellow,JE2
"POLYGON ((103.9025551 1.3541201, 103.9025194 1.3540249, 103.9025986 1.3539968, 103.9026401 1.3540946, 103.9025551 1.3541201))",yellow,AE2
