WKT,name,description
"POLYGON ((104.014648 1.35691, 104.01472 1.356867, 104.015956 1.358062, 104.017383 1.359114, 104.01733 1.359208, 104.016026 1.358223, 104.015895 1.358124, 104.014648 1.35691))",CYAN,NORTH LANE 3
"POLYGON ((104.016001 1.35836, 104.015895 1.358124, 104.016026 1.358242, 104.016013 1.358286, 104.016053 1.358342, 104.016001 1.35836))",CYAN,OTHERS
"POLYGON ((104.017345 1.359152 0.0, 104.015926 1.358088 0.0, 104.014691 1.3569 0.0))",CYAN,NORTH LANE 3
"POLYGON ((103.996224 1.314563 0.0, 103.999162 1.321554 0.0))",CYAN,REP HUT LANE
"POLYGON ((104.003187 1.324964, 104.003146 1.324873, 104.003112 1.324869, 104.003077 1.32479, 104.0031 1.32474, 104.003085 1.324698, 104.003148 1.324675, 104.003256 1.324934, 104.003187 1.324964))",CYAN,SOUTHERN PERIMETER ACCESS
"POLYGON ((103.996252 1.314725, 103.996215 1.314652, 103.996188 1.314621, 103.996159 1.314598, 103.996088 1.314608, 103.996381 1.31448, 103.996315 1.314535, 103.9963 1.31457, 103.996298 1.314641, 103.996325 1.314696, 103.996252 1.314725))",CYAN,REP HUT ACCESS
"POLYGON ((104.018008 1.3633, 104.01804 1.363214, 104.018107 1.36318, 104.018194 1.363211, 104.018008 1.3633))",CYAN,NORTH LANE ACCESS
"POLYGON ((104.016877 1.363768, 104.0169 1.363691, 104.016982 1.363653, 104.01707 1.363693, 104.016877 1.363768))",CYAN,BARRIER 3 ACCESS
"POLYGON ((104.005435 1.327502, 104.00541 1.327438, 104.005453 1.327416, 104.005482 1.327478, 104.005435 1.327502))",CYAN,E. PERIMETER RD CHK PT
"POLYGON ((104.006111 1.328979, 104.00615 1.328965, 104.006176 1.329034, 104.006138 1.329049, 104.006111 1.328979))",CYAN,E. PERIMETER RD CHK PT
"POLYGON ((104.014204 1.357183 0.0, 104.016929 1.363633 0.0))",CYAN,BARRIER 3
"POLYGON ((104.002896 1.326474 0.0, 104.003087 1.326888 0.0))",PURPLE,Line 11
"POLYGON ((104.013303 1.357202 0.0, 104.013158 1.356866 0.0))",PURPLE,Line 13
"POLYGON ((104.0129 1.356126 0.0, 104.012764 1.355794 0.0))",PURPLE,Line 14
"POLYGON ((104.012437 1.355021 0.0, 104.012289 1.354693 0.0))",PURPLE,Line 15
"POLYGON ((104.009702 1.349154 0.0, 104.009949 1.349731 0.0, 104.010204 1.349763 0.0))",PURPLE,Line 16
"POLYGON ((104.00803 1.3452 0.0, 104.008281 1.345777 0.0, 104.008548 1.345814 0.0))",PURPLE,Line 17
"POLYGON ((104.00688 1.341847 0.0, 104.006612 1.341812 0.0, 104.00636 1.341235 0.0))",PURPLE,Line 18
"POLYGON ((104.005343 1.338853 0.0, 104.005209 1.338523 0.0, 104.005375 1.338301 0.0))",PURPLE,Line 19
"POLYGON ((104.003797 1.335137 0.0, 104.003555 1.334563 0.0, 104.003722 1.334322 0.0))",PURPLE,Line 20
"POLYGON ((104.002124 1.331189 0.0, 104.001885 1.330612 0.0, 104.002051 1.33039 0.0))",PURPLE,Line 21
"POLYGON ((103.999427 1.324216 0.0, 103.999285 1.323881 0.0))",PURPLE,Line 22
"POLYGON ((103.99847 1.322085 0.0, 103.998328 1.321747 0.0))",PURPLE,Line 23
"POLYGON ((104.004068 1.330176 0.0, 104.004276 1.330202 0.0))",PURPLE,Line 20
"POLYGON ((104.014684 1.35533 0.0, 104.014517 1.354932 0.0))",PURPLE,Line 20
"POLYGON ((104.012197 1.349423 0.0, 104.01232 1.349255 0.0))",PURPLE,Line 21
"POLYGON ((104.010568 1.345573 0.0, 104.010689 1.345415 0.0))",PURPLE,Line 22
"POLYGON ((104.009337 1.342649 0.0, 104.009458 1.342484 0.0))",PURPLE,Line 23
"POLYGON ((104.008055 1.339621 0.0, 104.008259 1.339642 0.0))",PURPLE,Line 24
"POLYGON ((104.006472 1.335852 0.0, 104.00668 1.33588 0.0))",PURPLE,Line 25
"POLYGON ((104.005554 1.333696 0.0, 104.005737 1.334102 0.0))",PURPLE,Line 26
"POLYGON ((104.008008 1.349033 0.0, 104.008299 1.348913 0.0))",PURPLE,MARKER BOARD
"POLYGON ((104.008804 1.348718 0.0, 104.009126 1.348582 0.0))",PURPLE,MARKER BOARD
